,caption,date,customer,rating,transcript
398,Hospitality Par Excellence , November 2018,SahiNav,5.0,"<q class=""IRsGHoPm"">
 <>
  Its very difficult to describe the hospitality extended by Amarvilas to our family.We were there for 1 night and they upgraded us to Rudyard Kipling Suite which was luxurious and very comfortable,i had arranged a surprise wedding renewal rituals for myself and wifey,on the grounds and the staff at Amarvilas handled it perfectly-from arranging the ceremony to the clothes for the ceremony,to the priest for the ceremony.The rituals were so romantic and my wife was amazed by the experience.You can’t beat the view of The Taj Mahal from every room of the hotel,which is a must if you want to enjoy Taj Mahal.  Oberoi group just takes your vacation experience to another level,they treated my daughter like a princess,my wife like a queen and off course me like a king.They opened there gym
 </>
 <>
  …
 </>
</q>"
399,See the Taj Mahal out of your window when you wake up in the morning, November 2018,edis1,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is so close to the Taj Mahal that you go there in a golf cart. You are already past the no go zone for petrol vehicles The staff and the food are top notch and well trained. Beware the wine prices. Extensive grounds and heated pool.
 </>
</q>"
400,First time in Agra , November 2018,Jill C,5.0,"<q class=""IRsGHoPm"">
 <>
  This has to be the most beautifully located hotel in the world... A sight to behold as you step through the doors and see the Taj Mahal rising above the tree tops...It is breath taking... From the moment you step into this beautiful hotel.. till the moment you leave all of the staff are there to assist you with all your needs... The food in the restaurants are absolutely 1st class... a culinary delight... The hotel has been beautifully designed with stunning artwork.. The rooms are luxurious in every way... if you visit this hotel you must book room looking over looking the beautiful gardens and pool area... and not forgetting the view of the Taj Mahal... Thank you to all the staff for the most wonderful experience.
 </>
</q>"
401,Amazing and magical, October 2018,Janet P,5.0,"<q class=""IRsGHoPm"">
 <>
  From the moment we arrived at this hotel and walked out onto the hotel terrace to see the Taj Mahal floating magically and serenely above the distant trees we knew this was a good place to be.  However, it goes further than that, the staff are well trained, everything is spotless and I cannot recommend this hotel too highly.  Having travelled extensively, this is one of the best I have ever encountered.  Our room was excellent with another enchanting vista of the Taj Mahal - I couldn't stop gazing at the view from our balcony - surely one of the most emotive sights in the world.  Really did not want to leave.
 </>
</q>"
402,service doesn't get better than this, October 2018,Jem F,5.0,"<q class=""IRsGHoPm"">
 <>
  we stayed in a balcony premier room with view of the taj. yes the building and amenities and food were top class, but it was the culture and customer service of all of the staff that really was remarkable. amazing attention to detail and genuine care.
 </>
</q>"
403,Amazing stay, October 2018,Wanderer06345563859,5.0,"<q class=""IRsGHoPm"">
 <>
  We are on your first trip to India and had a unbelievable time. I have just reached back and have decided pen down my experiences straight away.  We visited Agra, ranthambore, Jaipur and Delhi. Our stay at oberoi was the highlight of our stay , the property was great, staff was extremely polite and courteous, the rooms offered a great veiw. The property is very close to the Taj Mahal which was very convenient. Another thing worth mentioning was the Buffet spread which was a very decent spread for American travellers like us. Overall a great stay. Well done team !
 </>
</q>"
404,Amarvilla , November 2018,Jayshree S,5.0,"<q class=""IRsGHoPm"">
 <>
  One of the best holidays and hotels you can have when you do golden triangle in India. Start from Delhi and finish in udaypur. Oberoi amarvilla is one of them located in Agra walking distance to taj and all rooms have balcony view of taj , Good hospitality , well organised good food and friendly staff.  Staff is always happy to help.
 </>
</q>"
405,Fantastic experience, October 2018,Caro L,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a fantastic hotel, perfect for our once in a life-time bucket list trip. The room had a balcony overlooking the amazing grounds with the Taj Mahal in the near distance - we had been upgraded but from discussion with others, everyone got a room with a view. The staff and service were exceptional and were there when we needed anything or in the background to let us get on with our holiday. We were given a traditional breakfast by our waiter one morning to try and he took the time to explain  how it was made. We felt special at this hotel, which just made the experience all the better.
 </>
</q>"
406,Gorgeous but is it equitable?, October 2018,Dingos8baby,5.0,"<q class=""IRsGHoPm"">
 <>
  I came to the Oberoi Amarvilas for a second time because the first time I only spent one night, which was a huge mistake. This is a hotel you want to spend a week at, if you can. (This time I spent three nights.) The incredible views of the Taj Mahal from every room, the balconies, the bar, and the lounge are such that I took pictures repeatedly, just to get every angle and every type of light. The hotel is somewhat modeled after this World Heritage site in that the fountains in the front shoot water into large pools—which is understandably and sadly missing from the tourist spots because water is in short supply these days. The swimming pool, besides being one of the most beautiful I’ve ever seen, with a shaded grotto, beverage and food service, shaded viewing area, and
 </>
 <>
  …
 </>
</q>"
407,Stunning, October 2018,Stephen M,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a fantastic hotel. The views of the Tal Mahal from the rooms is absolutely stunning. The rooms a re large and well appointed,clean and well maintained. The service was outstanding and the food exceptional. Could ask for nothing more in a hotel stay. Absolutely fantastic. Stay here.
 </>
</q>"
408,Overrated but sadly no real alternative for 5* in Agra, October 2018,WellTravelled2012_12,4.0,"<q class=""IRsGHoPm"">
 <>
  Sadly the hotel has not moved on during the ten years since our last visit,  very attentive and pleasant staff but rooms lack any real comfort, small and grossly over priced.  No reason to go to this hotel unless seeing the Taj Mahal and is only a one night stay.....
 </>
</q>"
409,Superb staff, October 2018,PaphosUK,4.0,"<q class=""IRsGHoPm"">
 <>
  This was the second leg of our wonderfully touristy Golden Triangle tour. Having started in Delhi for two nights, we took the train (Gatimaan Express) to Agra for our 2-night stay at the Oberoi. We were a little apprehensive as we’d read some, let’s say, interesting stories about train travel in India but it was perfect but do book an “executive ac” seat which is equivalent to “our” first class. The coaches are a little worn but they’re clean and the aircon works well, perhaps a little too well so take a cardigan! A gentleman comes round with soft drinks and nibbles. Then he comes round again with tea, coffee and an omelette, all included within the seat price, which was ridiculously cheap at INR 1,800 each. Another gentlemen constantly comes through the carriage with a mop to
 </>
 <>
  …
 </>
</q>"
410,This hotel is one of the Beautiful hotel, October 2018,Fun C,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is one of the best hotel in India . The main beauty is the view form the hotel . Taj Mehal look so beautiful from the hotel . And the service and quality of stay was very much pleasant and awesome . All the necessary amenities were presented in the room . Wifi service was available . Drop and pickup was also available . All the staffs were well mannered . I will love to stay here if i will come to Agra again .
 </>
</q>"
411,First class resort with excellent service , October 2018,Fritz101981,5.0,"<q class=""IRsGHoPm"">
 <>
  This lovely place is very close to and has a view of the Taj Mahal. Nice rooms and excellent service. We enjoyed the excellent atmosphere. Restaurants also top. Spa experience was outstanding. Definitely  recommend this place.
 </>
</q>"
412,Hospitality at its best, October 2018,Dr.Ajay Budhwar,5.0,"<q class=""IRsGHoPm"">
 <>
  The best hotel of india with best hospitality anyone would get... simply great property .. views of taj... entire staff is great.. humble... cool... cooperative and so kind... v really enjyd... oberoi at its best...
 </>
</q>"
413,Truly a palace!, October 2018,Roy H,5.0,"<q class=""IRsGHoPm"">
 <>
  The.moment your taxi turns into the driveway the chaos of the city is forgotten as you are welcomed by one of the  hosts in magnificent gold and red tunic. The terracotta walls and soothing deep blue fountains are the curtain raiser for a momentous stay. You do feel privileged and special as you take in the awesome sight of the Taj Mahal right there in front of you as you sit in the elegant drawing room to be checked in.  This is how our special birthday celebration began and got even better.  A true 5 star experience which no other hotels seem able to match. The staff are genuinely happy  to help and make your stay unforgettable. Rooms are of good size, very comfortable beds, excellent bathroom, wonderful French windows and balcony with exquisite views of the Taj Mahal. The
 </>
 <>
  …
 </>
</q>"
414,Up there as one of the best hotels in the world, October 2018,Olivia H,5.0,"<q class=""IRsGHoPm"">
 <>
  There aren’t enough good words available in the English language to write about this incredible hotel - it really is spectacular and must be up there as one of the best hotels in the world.  All the rooms have a Taj Mahal view but do yourself a favour and spend the extra to have a balcony, you won’t regret it. Being able to sit on your private terrace with a glass of wine or cup of tea and look at that view is something we will never forget.  The staff are second-to-none - friendly, nothing too much trouble (without being over the top) and the best thing - human and bursting with personality. We had some great chats with them!  The pool area is lovely - again, exquisite service in terms of towels, drinks, snacks etc.  The food both for breakfast and dinner was delicious and it
 </>
 <>
  …
 </>
</q>"
415,Heaven in Agra, October 2018,capking,5.0,"<q class=""IRsGHoPm"">
 <>
  I didnt matter how much this stay cost , it was worth every RUPEE!!!!!! Service impeccable , attention to detail ,amazing. A special retreat to retire too, after being out in the daily life  CHAOS of Agra . Four nights we will never forget.
 </>
</q>"
416,The pictures cannot capture the beauty of this hotel, October 2018,WorldTraveler70,5.0,"<q class=""IRsGHoPm"">
 <>
  Spent one night with the family in this hotel. Was worth every penny. The pictures cannot capture the beauty of seeing the Taj from every room. The pool area is magical. The golf cart drive to the entrance of Taj from hotel takes 5 min, and is so easy as they can pre-purchase the tickets for you. And the service is all you expect from an Oberoi. What a great stay!
 </>
</q>"
417,India 2018, September 2018,Munira Saleh,5.0,"<q class=""IRsGHoPm"">
 <>
  Oberoi hotels were always a favorite. This one is one of the best. The welcoming staff apon arrival was just amazing. The people at reception were professional and polite. The area surrounding the hotel  is a fairytale place. The service at the restaurant  is very good and the food was delicious. I love the room. The view was of Taj Mahal and what more one could ask for
 </>
</q>"
418,Amazing stay in Oberoi Amarvilas, September 2018,sego82,5.0,"<q class=""IRsGHoPm"">
 <>
  Everything was perfect ! The service is great, the location is more than amazing and the pool is such a great escape after visiting the whole day. Excellent breakfast as well with ""a la carte"" options. We got very luck to be upgraded for our wedding anniversary to the suite which was breath taking. The room manager was very nice and professional and we really enjoyed every single minute of our stay in this hotel! Highly recommended!
 </>
</q>"
419,Guest is God, September 2018,Paulo B,5.0,"<q class=""IRsGHoPm"">
 <>
  Nowhere else the saying “guest is God” is as true as to when one is staying at the Oberoi.  Two weeks ago me, my wife and my in-laws had the most amazing experience when staying in three different Oberoi properties (Delhi, Agra and Udaipur).   This review is directed to Oberoi Agra but because of Oberoi’s similar standards across properties, there will be a big overlap with my review for Oberoi Agra and Oberoi Udaipur.   But without further ado, let’s roll this one out.   Before I get into details I must warn you that through the Oberoi website we bought a package called “Exotic vacations”, which means that we were entitled to a few perks.  The amount and grandeur of perks we would get was not within our sights though when we first bought the package.  We traveled for our 20th
 </>
 <>
  …
 </>
</q>"
420,Luxurious resort with amazing views , September 2018,judystephen,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here during our visit to India in September, this resort offers all rooms with views of the Taj Mahal. When we checked in we were upgraded to a balcony room. Sadly for us the days we were in Agra it was overcast and rainy. So from the hotel our views were somewhat limited. The service at this resort is fantastic and they do their very best to anticipate your needs. After our visit to the Taj we came back to the hotel to discover our air conditioner did not work. We spoke to the front desk and they arranged all of our belongings and moved us into the most fabulous suite!!  The resorts grounds are just fantastic and we wished we had more time and better weather to fully enjoy the hotel.  Would highly recommend staying here for any visit to Agra.
 </>
</q>"
421,Lovely hotel, November 2017,Mikael D,4.0,"<q class=""IRsGHoPm"">
 <>
  An amazing decorated hotel in the heart of the Busy city. The staff are friendly and nothing is too much. The food at the hotel is good. We enjoyed our stay and will for sure be back. We have stayed at Oberoi several times and will be back
 </>
</q>"
422,Visit the Taj Mahal in luxury, September 2018,ROROMelbourne,5.0,"<q class=""IRsGHoPm"">
 <>
  Recently we stayed at The Oberoi Armarvilas for two nights to visit the Taj Mahal. Both places were fantastic. The room was luxurious, the food was fabulous and the service was absolutely wonderful. The Taj is quite the most beautiful building we have seen and visiting it was an experience we will never forget. Thanks to Luxury Escapes for organising our trip to India, it was a magnificent experience and incredible value.
 </>
</q>"
423,Views service amenities outstanding , October 2018,diverOhio,4.0,"<q class=""IRsGHoPm"">
 <>
  Stayed 2 nights. Hotel so relaxing with spa pool garden and views. When I travel the hotel is usually just a place to sleep. This property makes you forget your in Agra. You are tempted to cancel all tours and just sit on Your balcony or at the pool and take in the view.   The bar and restaurant are excellent and reasonably priced.   Although amazing. It does seem overpriced. Little things can be improved. Hair dryers are old. Espresso machine did not work. There were other minor service flaws such as unwanted noise that were surprising for a room in India.    You are paying for the view. And it is really one of the best views.
 </>
</q>"
424,Taj Mahal view, September 2018,canberratraveller98,5.0,"<q class=""IRsGHoPm"">
 <>
  The rooms at this hotel all have a view of the Taj Mahal. We were upgraded to a balcony room and I would recommend this as it gives you more opportunity to enjoy the view. The hotel is so luxurious with the pool area the most beautiful I have seen. The rooms also look over the pool area. The staff were welcoming and helpful with good local advice. The Taj Mahal is closed on Fridays so they recommended a tour early on Saturday which worked well for us. The hotel is very close ( walking distance) to the Taj and although I had read that there wasn’t much else to see in Agra I would disagree ! I think there is plenty to see in Agra!
 </>
</q>"
425,Simply Perfect, September 2018,Guido B,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in Agra with our 2 Kids (1 and 3 years old) and had an amazing time at the Oberoi Amarvillas. Simply entering the lobby and seeing Taj Mahal through the windows was magic. The staff was amazing, the service stuff even put 2 teddy bear with the names of our little ones on our beds after servicing the room. The views from the room terrace on level 4 breathtaking, the food excellent. We booked a Taj Mahal tour through the hotel and everything was perfect, they bought the tickets, had the gold cart ready to bring us to the entrance and picked us up just 2 minutes after leaving the Taj Mahal. This is the best way to experience the Taj Mahal with young kids. I arrange a terrace dinner and this was magical as well.
 </>
</q>"
426,The only choice for Agra!, October 2018,Greggy123,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is really the one and only choice for a stay in Agra. You are in spitting distance to The Taj Mahal and it’s wonderful arriving and being able to see it directly from the hotel.   The staff are superb and everything you expect from the Oberoi brand. Attentive and professional. They were flawless from start to finish.   The rooms are beautiful and very roomy. The hotel itself and the grounds are well maintained. The pool area is simply stunning.   As for the Taj Mahal, the hotel excel at getting to down to the task quickly and efficiently in the little golf carts.   I can’t recommend it enough. It’s simply the place to stay!
 </>
</q>"
427,The most amazing hotel ever, September 2018,R1269DPliz,5.0,"<q class=""IRsGHoPm"">
 <>
  It has the most amazing view of the Taj Mahal.  The hotel is elegant . every room is luxurious but it is still comfortable without being over bearing. The attention too detail is astonishing.  The service.by the amazing staff who are so helpful  and friendly and make you feel like one of the family.Is beyond the call of duty.5 star no. 6 star just unbelievable. There is no other place to stay in Agra where you can sit on a balcony and watch the mesmerising  view.  beyond the call of duty. 5 star no more like 6  star
 </>
</q>"
428,Exceeded expectations, September 2018,Seaside820649,5.0,"<q class=""IRsGHoPm"">
 <>
  I travelled with my dear daughter and my husband to Agra and we were welcomed with an awesome reception into Oberoi Amarvilas! Good view of the Taj from the room, awesome property, excellent service and great food. All 3 of us had great time relaxing and enjoying and taken good care! My daughter got a pleasant surprise gift too, she felt very special! Thanks for making our stay such a memorable one !
 </>
</q>"
429,Above and beyond our best imaginings , October 2018,Barbsicle73,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a long days drive from Jaipur with an unexpected tourist stop on the way and Mr was feeling a little hangry when we arrived. Upon entering the hotel - our first view through the awesome architecture framed the mighty Taj Mahal directly ahead 🙌🏻 We were guided to a dining room for a refreshing welcome drink and having heard of Mr grumpy, the manager was quick to attend and suggest a suitably balanced itinerary that worked well with out needs.  Mr required the dr during our stay and the hotel was extremely attentive and positive with attending to our extra needs - including a wheel chair when required.  The Acvomodation was beautiful and clean with our balcony looking directly over the superbly designed pool and cascading sculptured garden area - all with the dome and
 </>
 <>
  …
 </>
</q>"
430,"MEMORIES TO LAST A LIFE TIME - MAGIC, ELEGANT & GRACIOUS", September 2018,Discover383221,5.0,"<q class=""IRsGHoPm"">
 <>
  No description or photograph can do justice to this harmoniously beautiful Oberoi Amarvilas in Agra!   On entering the huge reception area, illusion becomes real as the Taj , in all its glory becomes visible from all the drawing rooms &amp; lounges to every bedroom.   Early morning with shades of hazy blues &amp; pinks, midday unmistakenly crispy white in the heat of the day and softer shades as evening draws near until sun has finally set and night becomes midnight blue amidst the sparkle of stars!  Our stay became a symphony of the senses as the wonderful attentive &amp; personalised service received from every member of staff, became reminiscent of days long gone by.    All in all, every tiny bit of detail had meticulously been taken care of, beautiful staff in beautiful attire and one
 </>
 <>
  …
 </>
</q>"
431,6 Star all the way , September 2018,Sallie C,5.0,"<q class=""IRsGHoPm"">
 <>
  We recently stayed at the Amarvilas and all I can say is perfection all the way outstanding service and food and the view wow. So special to return from a day trip to find a framed photo of us from the staff a special shout out to Prakash in the bar he really looked after us kudos to the oberoi group outstanding thankyou for sharing your beautiful hotel with us
 </>
</q>"
432,heartbreaking view from your room but dont book it via luxuryescapes.com, September 2018,CHHOCHHO,5.0,"<q class=""IRsGHoPm"">
 <>
  Room: Amazing View, you can see the Taj Mahal from room, Room is nice and big.  Gym: indoor and no windows, equipement is aged.   Pool: Amazing pool Location: you can even walk to Taj Mahal ( in 5 mins) without hotel's free shuttle.   avoid to book the package via Luxuryescapes.com, bad arrangement. our plan was not included tour guide, but they keeps sent us a tour guide to every destinations to make us so embarrassed to reject them.
 </>
</q>"
433,The absolute perfect place to stay in Agra!, September 2018,Meri J,5.0,"<q class=""IRsGHoPm"">
 <>
  We had just come from another Oberoi property so had high expectations!  This hotel and their staff did not disappoint!  Our primary purpose to visit Agra was of course to see the Taj Mahal, and the hotel had an amazing view of it from our room and the balcony bar/coffee areas. The staff was warm, professional and highly attentive.  The pool was lovely.  Our guide took us over the the Taj by golf cart - just 500 meters away.  We enjoyed the breakfasts as well as dinner in the continental restaurant on property.
 </>
</q>"
434,Great Meal & Experience, September 2018,bhavyakohli,5.0,"<q class=""IRsGHoPm"">
 <>
  Been to Amarvilas so many times but each time the experience is better then the last....We were with kids and yet the staff was so courteous and accomodating...The Amarvilas instantly transports you into another era where you immediately feel important...we had a really nice late lunch whilst we were visiting Agra in September and the food was mindblowing...great experience!
 </>
</q>"
435,Amazing view!, September 2018,LindaFromSydney,4.0,"<q class=""IRsGHoPm"">
 <>
  Fantastic room with breathtaking views.  Fabulous grounds and picturesque scenes from every angle.  The restaurant staff were great, very attentive.  The rest of the experience was a little short of what we experienced in the other Oberois: perhaps they're relying too much on their fabulous location, right next to the Taj Mahal, for the only wow factor.  The staff were polite but disinterested; not at all like the other Oberois where the staff fell over themselves to make you feel welcome.
 </>
</q>"
436,Views that blows you away, September 2018,sfiona,5.0,"<q class=""IRsGHoPm"">
 <>
  Wow is the word. As you enter the lobby of the hotel, the view of the Taj Mahal through the windows blows you away. They are not kidding that every room in the hotel has a view of Taj Mahal. We were surprised with an upgrade to a balcony room where one can sit and enjoy the amazing sight before you. The rooms are a bit dated compared to the previous Oberoi hotels, but it makes up for it with the views and the beautiful grounds.   In terms of the service, it is a shade behind Rajvilas despite the big welcome given when you first arrives. The waiters/waitress at their 2 restaurants were wonderful, but in terms of that special touch with the guests, they are a step behind Rajvilas. At Rajvilas, you are sure the staff knows and recognises you, but at Amarvilas, you know that you are
 </>
 <>
  …
 </>
</q>"
437,Oberoi excellence and service  at Agra, September 2018,Carol M,5.0,"<q class=""IRsGHoPm"">
 <>
  Our stay at the Oberoi Agra was another unbelievable experience. Who could even explain the view from the balcony, the Taj Mahal in the distance. The room was gorgeous and the service as usual was amazing. The staff at all of the Oberoi Hotels are incredible and are always anticipating your every desire. The pool complex was absolutely stunning and to look up and see wild monkeys leisurely walking along the balconies was special. Well done Luxury Excapes and Oberoi Hotels.
 </>
</q>"
438,"Great View of the Taj, but service not the usual Oberoi standard", September 2018,mceurope,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at the Oberoi Amarvilas in Agra as part of a package tour staying at Oberoi hotels in Mumbai, Jaipur , Udaipur and New Dehli . We absolutely loved all the other Oberoi hotels we stayed at and could not fault them. The standard of service at the other Oberois was excellent and made us feel special all the time.  But when we got to Agra, we felt a little let down. The view of the Taj was amazing, the pool and grounds beautiful. We had booked a room with a balcony, the mgr offered to upgrade us to a suite, but this came without a balcony or even an opening window, it also  smelled of cigarette smoke . So we declined the upgrade and were given the balcony room after a short wait. But the way this was handled made us feel awkward for the rest of the day.  We had been doing
 </>
 <>
  …
 </>
</q>"
439,Amazing Experience!, September 2018,SusanM778,5.0,"<q class=""IRsGHoPm"">
 <>
  Travelling with 'Elegant Journeys', we recently enjoyed 2 nights at the beautiful Oberoi Amarvilas Agra. Welcomed like VIPs by Rohan, we experienced wonderful, personal and thoughtful service. The staff worked tirelessly and with grace to make our stay a memorable one.  What a location! Each room has a stunning view over beautiful gardens and inviting pool area to the majestic Taj Mahal. From the moment we arrived it was as if we had entered a palace. The grounds, pool, fountains take you back in time. We would have loved another day or two to enjoy the hotel facilities. The food was excellent, especially the Indian restaurant which was outstanding and atmospheric. One of our party had a birthday the week after our stay so we were surprised when a delicious chocolate cake
 </>
 <>
  …
 </>
</q>"
440,Perfect, September 2018,FrancisDDJoseph,5.0,"<q class=""IRsGHoPm"">
 <>
  In every sense if the word: Location, rooms with a view (what a view), pool and grounds, food, service, advice, very early morning breakfast before Taj sunrise, buggy to the Taj. Only sorry that we did not have the opportunity to stay there longer. We absolutely want to visit the Taj again and we absolutely will be staying at the Amarvilad Oberoi when we do.
 </>
</q>"
441,Seven Star luxury and care, September 2018,Alka M,5.0,"<q class=""IRsGHoPm"">
 <>
  We visited Amarvilas on 22nd and 23rd of September this year!Every time ,the vilas properties outdo themselves.This time too, it was not different!!We were pampered like little children!It is hard to understand how they do it in this age of commercialism and capitalism! It was definitely a team effort with endless and nameless people  perfectly cleanworking 24/7 to make it so!!BUT a special mention to Prachi,who went way out to make it so!Chef Gurbans ,who stayed up late at night searching for gluten free recipes for me,and executing them too!Shanu at the Bar for his super amazing Sangria!Virendra, who made sure that our room was perfectly clean and comfortable!Rishabh, whose presence and shy smile complemented every meal!Hats off to Harshit,Ayushi (who fed us like little
 </>
 <>
  …
 </>
</q>"
442,"Exceptional, breathtaking view", September 2018,abperk,5.0,"<q class=""IRsGHoPm"">
 <>
  An exceptional stay made memorable by the unbeatable location and amenities offered. We stayed at the grand Robert Burns suite and were greeted with the most royal of welcomes in celebration of my wife's birthday. The view from the balcony of the Taj was awesome, the circular shower in the gigantic bathroom with a tub filled with water and rose petals strewn on top, Happy Birthday in rose petals written on the foyer floor, cakes and gifts spoiled us like never before. Prachi Sati, the Rooms manager went above and beyond from greeting us at the welcome to arranging our visit of the Taj to our farewell. She was truly the reason for the warmth and welcome extended to us. Somya at the Front desk and Harshi in F&amp;B were also outstanding. The Amarvilas is easily one of the most
 </>
 <>
  …
 </>
</q>"
443,The best place to stay in Agra, September 2018,laurencet444,5.0,"<q class=""IRsGHoPm"">
 <>
  My husband and I stayed at The Oberoi Amarvilas for two nights and wish we could have stayed for longer. We received a warm welcome and immediately stepped out on the balcony to enjoy the magnificent view of the Taj Mahal. Our room was extremely comfortable, the service excellent and we thoroughly enjoyed our stay.
 </>
</q>"
444,Taj Mahal at the Oberoi, August 2018,Kathryn E,5.0,"<q class=""IRsGHoPm"">
 <>
  I had visited the Taj Mahal in 1968 so was keen to return with my wife, this time in style with Luxury Escapes staying exclusively with Oberoi Hotels.  If you are visiting Agra, this is the only hotel to stay at.  Our balcony overlooked the Taj Mahal and the hotel golf buggy allowed direct access to beat the crowds.  As with all Oberoi Hotels, our accommodation was superb with king size bed and six star marble bathroom.  Breakfast suits all tastes with chefs eager to cook anything you desire.  We had lunch and dinner in the specialist Indian Restaurant where we experienced the most attentive wait staff and enjoyed their great suggestions.  They could see how much we were enjoying this magnificent feast and to top it off we were treated to a private tour of the kitchen by one of
 </>
 <>
  …
 </>
</q>"
445,Stunning Hotel, September 2018,Destination559506,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is stunning both in its position and in its features. Situated as close as you can get to the Taj Mahal,our room faced out over the pool and gardens to the Taj Mahal which was breathtaking. The room with balcony was luxurious and beautiful. My only complaint was the lack of counter space in the bathroom- this is a common problem with bathrooms around the world! We ate in the Bellevue Restaurant which served a comprehensive range of international dishes as well as Indian cuisine. The bar and restaurant staff where welcoming and most helpful, as were housekeeping.
 </>
</q>"
446,Stunning with attention to detail, September 2018,kiwitripper64,5.0,"<q class=""IRsGHoPm"">
 <>
  The perfect hotel to stay in Agra. All the reviews are full of praise with good reason. The staff are fantastic, friendly, helpful and very proud of their hotel and city. If you can, try and get a room with a balcony view of the Taj Mahal. Our perfect day in Agra was check in to hotel, tour the Taj Mahul, go around the back of the Taj on the other side of the river for sunset, then back to the hotel. A swim and beer at their amazing exotic swimming pool. Finally an awesome Indian meal via room service set up on the balcony at night overlooking the pool and Taj Mahul. A big thanks to all the helpful Oberoi staff.
 </>
</q>"
447,Sheer luxury , September 2018,gilshenans3,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed Amarvilas at Agra for 3 nights and absolutely enjoyed everything about it ! The service was amazing, our suite was incredible with a balcony overlooking the Taj Mahal! We couldn’t think of a nicer place to stay and could not fault one thing about our pleasurable stay at The Oberoi Amarvilas !! Just sheer luxury and exceptional service!!  Thank you Sandy and Ross  Australia
 </>
</q>"
448,Outstanding Hotel Experience, September 2018,484travelor777,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed at Oberoi in Agra for two wonderful unbelievable nights. The room’s patio overlooked the Taj providing an unbelievable view. The room was great. The restrauants were great and the service level was unbelieably wonderful. Everyone was very friendly, personable, and well informed. Could not ask for a better experience anywhere in the world.
 </>
</q>"
449,Best but far away view of the Taj Mahal - and wonderful hotel, October 2017,Petra C,5.0,"<q class=""IRsGHoPm"">
 <>
  It is a beautiful Hotel, as close as possible to the Taj Mahal. We enjoyed there the view from our hotel balcony.  The rooms were big and the food was very delicious. We would go again to the Oberoi Amarvilas.
 </>
</q>"
450,Must see , September 2018,Berry785,5.0,"<q class=""IRsGHoPm"">
 <>
  If you’re heading to Agra, do stay here and try to see the Taj at sunrise. The hotel is beautiful, staff is amazing, and you have views of the Taj Mahal from the bar and terrace. It’s right at the grounds of the Taj, and the pool area is gorgeous. Definitely would stay again!
 </>
</q>"
451,Amazing, December 2017,Elissa,5.0,"<q class=""IRsGHoPm"">
 <>
  As with all the Oberoi's, this hotel is amazing. You can see the Taj Mahal from your room, the property is stunning, the food is fantastic, and the people working there are super friendly. I can't wait to be back in a few months!!
 </>
</q>"
452,Taj view rooms; Best place to stay at Agra, September 2018,Shreyash Jain,5.0,"<q class=""IRsGHoPm"">
 <>
  The rooms are amazing, the view to Taj is a stunner. Priced at a premium, but worth watching the sunrise from your room. If it is a full moon night, enjoy looking at the shimmering Taj. Loved my stay here.
 </>
</q>"
453,"""Second great stay""", September 2018,Maukyt,5.0,"<q class=""IRsGHoPm"">
 <>
  After 10 years we decided to come again to Oberoi Amarvilas this time with our 4 years old son. Whole experience had started so nicely at the airport where we were met by Pramod - very pleasant and knowledgeable man who took us safely to Agra. When we reached the hotel we were met by two gentleman who made sure we are appreciated for coming back to Oberoi :) Our little one got a few nice presents which make him very happy........ We had again the room with balcony and view of Taj. Swimming pool is huge and almost empty all the time so we felt like having pool just for ourselves. Everyday we ordered room service as we were tired from sightseeing and wanted to relax in privacy of our room. Food was delicious!!! They even made sure all was gluten free as I am gluten intolerant.
 </>
 <>
  …
 </>
</q>"
454,"It`s done, No problem!", September 2018,Boeing777,5.0,"<q class=""IRsGHoPm"">
 <>
  This is my first time encountering The Oberoi brand of hotels and it won`t be my last. Superb in everywhere. All the staff were hyper effective, well trained, eager to please and super competent in their own areas.  There were some age issues associated to the suite that we stayed e.g. the floor lamp shade kept dislodging while the curtain was drawn and the ottoman were quite dirty in our room. All these minor issues were immediately dealt with such precision and effectiveness.  The outdoor and pool areas were just magical. The food and beverage offering should also be mentioned as the generosity of service and quality is astounding.  Had the best time of my life and Oberoi had effectively put a lot of the world`s major western hotel brands to shame. Much enjoyed and dearly
 </>
 <>
  …
 </>
</q>"
