,caption,date,customer,rating,transcript
396,Marvelous, February 2020,Shaurya,5.0,"<q class=""IRsGHoPm"">
 <>
  Been here once with my family great property to stay. We celebrated my father's Birthday there, but the staff at the front desk is exceptional. They are very helpful I would like to mention one name Aditya instead of pointing towards the pool he walked me across! Very nice property! All smiles.
 </>
</q>"
397,Wonderful , February 2020,Yujin Lee,4.0,"<q class=""IRsGHoPm"">
 <>
  We had a wonderful experience at this hotel — even though the rooms are dated and the overall maintenance could be improved. It’s a very comfortable hotel near the Taj Mahal. Lobby and entrance is large and inviting and the breakfast is good as any high-end buffets. Took a bath and while yes, the bathroom can smell slightly, I personally loved the old charm and history yet remnant in the room overall.   The photos make the hotel look newer and cleaner than it really is though. And the front desk quoted us the wrong price for international calls then took forever to update the charge on our bill.
 </>
</q>"
398,Home in Agra, February 2020,Shaleen,5.0,"<q class=""IRsGHoPm"">
 <>
  I have been visiting this hotel since last 6 years and I must say, all my stays are better than the previous one. The service standards are way beyond excellence. Thank you guys for making me your loyalist.
 </>
</q>"
399,Excellent stay, February 2020,ravi,5.0,"<q class=""IRsGHoPm"">
 <>
  We were there from 13th feb for 3 nights as it was my Mother In Law's 76th Birthday. I am a Taj loyalist but my friend Samir Jilani, who is RM at ITC Delhi suggested me to try ITC. It was the 1st ever ITC hotel i stayed at. Right from checking in to checking out, everything was perfect. Mr Dennis made sure that the menu for High Tea &amp; the surprise birthday party on the 13th was super good. He even arranged for live music. Compliments to Chef Kavitha for the food right from Breakfast till dinner. Mr Raj, our butler, never left us alone. Was always there at our beck &amp; call. Even Mr Ram Naresh made sure the rooms were spick &amp; . My mother turns 75 in july so am already thinking of ITC Manesar. Well done team ITC Mughal.
 </>
</q>"
400,Agra , February 2020,Ian,5.0,"<q class=""IRsGHoPm"">
 <>
  Our second visit to Agra and unsurprisingly we also returned to the ITC Mughal. Apart from the amenities one would expect the service is most personal and attentive. One person who left a lasting memory and who is much the same today as on our last visit was P.Mohan in the Taj Bano restaurant. His big smile and appetite for making sure one doesn’t miss out on anything is infectious and makes us want to return again.
 </>
</q>"
401,A wonderful place to stay, November 2019,Rachid B,5.0,"<q class=""IRsGHoPm"">
 <>
  We had an amazing stay in this place...we loved the spacious room with a kind of couch by the window and its nice view ! Perfect place to relax and enjoy some peace. The best of this hitel is its people...they make you feel at home speacily in the restaurant...the food was so tasty. Anwar took care of us, present us all the dishes in the buffet and give us recommandation according our liking. He made our dinner exceptionnel !!! We can not wait to visit again.
 </>
</q>"
402,A Magnificent Stay!, October 2019,Dr Amrita Dass,5.0,"<q class=""IRsGHoPm"">
 <>
  We thoroughly enjoyed our stay at the ITC Mughal with its world class hospitality and all round perfection from a superb tastefully decorated suite to gourmet breakfast. Kudos to GM Rajat Sethi! Mohita took great care of us, too.
 </>
</q>"
403,"Welcome haven in a crowded, noisy city!", February 2020,prsss,4.0,"<q class=""IRsGHoPm"">
 <>
  This was our second ITC experience after some hiccups in Jaipur.  Check in was well managed, the hotel is sprawling and lovely.  The service and lighting in the Taj Bano all day dining restaurant was superior to their property in Jaipur.  I suggested to all our hotels to put translations on the indian items explaining the items in English. To non hindi speakers seeing a sign like Baigan Bharta means nothing.  They need to know it is eggplant etc.  ( We had this experience at ITC and non-ITC properties),  We had a very brief one night visit.   The rooms are lovely, modern feeling.  Bathrooms are large.
 </>
</q>"
404,Enjoyable stay! Loved the service at the Taj Bano restaurant !, February 2020,Manjusha Jaggi,5.0,"<q class=""IRsGHoPm"">
 <>
  We have visited this place thrice. All in all, a fantastic property, with a huge area to walk around, and many things to do. Food at the restaurants were amazing. Would like to give a special mention to P. Mohan and Love Singh at the Taj Bano restaurant, who went out of their way to make sure we had a great time!   Only thing this hotel needs to improve on is its service. Every time we ordered something in the room, we had to give them a reminder. Other than that, we thoroughly enjoyed our stay!  Manjusha
 </>
</q>"
405,Nice hotel, February 2020,nickijanespencer,4.0,"<q class=""IRsGHoPm"">
 <>
  Well situated, 5 minutes from Taj and lovely reception/bar area. No rooftop bar but a lookout view of the Taj. Lovely room, hard bed (as most are in India) however we were given a smoking room that stank....we should have asked to change rooms!
 </>
</q>"
406,Below expectation, February 2020,Arti P,4.0,"<q class=""IRsGHoPm"">
 <>
  Rooms were very much below expectations and very much mediocre They need a major face lift.. Furniture needs updating. Corridor carpet was stained with patches of different carpets. Bathroom fixtures are very old and pitted.  Service provided by the reception staff was very good. Restaurants are very good with good service.  Outdoor courtyard and landscaping is beautiful and well maintained. Overall experience was satisfactory but definitely not 5 star level.
 </>
</q>"
407,Well deserved 5 stars!, January 2020,RicherTrips,5.0,"<q class=""IRsGHoPm"">
 <>
  Very spacious lobby, bars and common areas. Great architecture and landscaping. We upgraded to the suite and was worth it. We took many pictures because it´s beautiful from every angle: the pool, the lobby, the bar, the gardens... It´s an unbelievable contrast between the sloppy street and this palatial building. It´s impossible to get out the hotel and have a walk around, because there are not even sidewalks.
 </>
</q>"
408,Anwar and Love provide exceptional service at Taj Bano restaurant, February 2020,Mike Smith,4.0,"<q class=""IRsGHoPm"">
 <>
  I enjoyed a relaxing stay at the ITC Mughal. In particular, Anwar and Love provided exceptional service in the Taj Bano restaurant; friendly, provided menu insights and promptly delivered the meals and cleared the dishes.
 </>
</q>"
409,A beautiful hotel to stay with! , February 2020,Shreshtha Negi,5.0,"<q class=""IRsGHoPm"">
 <>
  It's was a beautiful hotel - itc Mughal   The hotel staff  was very nice   Good food and polite staff  Beautiful infrastructure &amp; gardens   All together the saty was memorable.special thanks to Jayant   Missed using the spa - I hope to come back to this hotel soon!
 </>
</q>"
410,Best place to stay in Agra, February 2020,effexpat,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here two nights during our India trip. The hotel has a historical feel, but it’s still very comfortable and luxurious.   They have a lounge with cocktail hours for titanium guests. They served cocktails, beer, wine and heavy appetizers. The staff were phenomenal! Every request was catered to.   The gardens and pool area are lovely and the perfect spot to relax after a busy day sightseeing in Agra.   We didn’t find Agra to be much of a nighttime place, but there’s no need to leave the hotel after the sun goes down. The restaurant was fabulous and the ambiance was beautiful. Every detail is looked after.   The breakfast buffet was extensive and changed selections daily.   Highly recommend!
 </>
</q>"
411,ITC Mughal is an Old World Charm, February 2020,Divyam Prakash,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in ITC Mughal form 9th till 10th February 2020 in room no 555 and 553.  This property was built in 1976 and you can see some excellent marble work in here. They have huge gardens and a Machan from where we get an au some view of Taj Mahal. Peshawari is an amazing place to have your dinner and you can also unwind at the SPA which is fabulous.  Ankit is the front office manager and he took an excellent care of us during our check in, stay and check out. I do want to thank him personally for all the help and favour he has extended!!!  I will love to come back again.
 </>
</q>"
412,Poornima At front office was very helpful and corporative, February 2020,Deeksha,5.0,"<q class=""IRsGHoPm"">
 <>
  I had visited ITC MUGHAL many a times and always , this girl at the front office is there to help selflessly for anything required. Great staff ITC MUGHAL and great service . All the best Poornima for your future endeavours
 </>
</q>"
413,Feedback, February 2020,Abidi,5.0,"<q class=""IRsGHoPm"">
 <>
  It’s amazing experience, from check in till checkout hotel staff is highly professional and always available to support, specially the Duty Manage Mr Ankit Manocha has taken care of our entire stay along with his team .
 </>
</q>"
414,Amazing hotel, February 2020,Pradipti Acharya,5.0,"<q class=""IRsGHoPm"">
 <>
  It’s a beautiful hotel - itc Mughal   The hotel staff was very nice.  Good food and polite staff  Beautiful infrastructure &amp; gardens   All together the stay was memorable. My special thanks to Mr. Jayant Rana.  Missed using the spa - I hope to come back to this hotel soon.
 </>
</q>"
415,ITC Mughal Agra - Taj Bano restaurant, February 2020,Pooja M,5.0,"<q class=""IRsGHoPm"">
 <>
  Delicious dinner served at the Taj Bano restaurant at ITC Mughal, Agra. Superb service by Mr. P. Mohan and Mr. Shankar Singh. They made dinner a lovely affair for our family, thank you to them! Cheers!
 </>
</q>"
416,Lounge, February 2020,christophe B,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is a unique resort. What come on top of your mind when speaking about resort is privacy, calm, unique design and top services. This resort is just fantastic and brings a lot of positive energy far-away from the very active Agra city. On top of that comes the lounge and restaurant where the staff is amazing, especially Saurabh who is committed to do its best to accommodate client’s expectations  Just a unique hotel, the place to be in Agra  The total opposite of the Dehli ITC hotel
 </>
</q>"
417,Wonderful Stay , February 2020,Sushant V,5.0,"<q class=""IRsGHoPm"">
 <>
  It's was a wonderful stay in itc Mughal  The hotel was very nice  Appreciate the suite upgrade  Good food and polite staff   All together the saty was memorable.special thanks to Jayant  We enjoyed it to the fullest
 </>
</q>"
418,Superb and Amazing Experience, February 2020,madanehrishikesh,5.0,"<q class=""IRsGHoPm"">
 <>
  The Entire ITC great, right from Booking from there portal/ call center.  They host the guest wonderfully...also they take care properly.  All the ITC team from room service to front desk &amp; restaurants were a awesome.  The entire hotel/ property is great...ITC has all its property as LEED Platinum rated and this property is winner of Agakhan Award for best design. It’s one of the most amazingly designed hotel, keeping in mind the local conditions, climate and materials. Superb.  I really want to thank Mr. Sanjoo the wonder person at the front desk...being such a busy day and being fully booked, the entire front desk handled all the guest with calmness and smile.  Mr. Sanjoo, helped us to have most amazing rooms and upgraded us from chambers to Presidential suite. Very helpful of
 </>
 <>
  …
 </>
</q>"
419,Great location and hospitality!, January 2020,VA20171,4.0,"<q class=""IRsGHoPm"">
 <>
  I stayed there for a night with my sister and daughter.  Since all their rooms with 2 queen beds were unavailable, they upgraded us to the presidential suite!!!  The service and hospitality was unparalleled!  I would also recommend this hotel for its location - close to the Taj Mahal and eating places right outside the property!
 </>
</q>"
420,"Non smoking rooms smelled of cigarettes, better room maintenance needed", February 2020,David O,3.0,"<q class=""IRsGHoPm"">
 <>
  The entrance, security and reception area are great. Service was very good although we only stayed for one night.  Unfortunately the “non smoking” room we were allocated - room 108 - smelt of cigarette smoke &amp; room deodorant used to try &amp; mask the smell. I felt sorry for the hotel as you could not open the windows to property air the room however it should not have been allocated in its present state.  It had not been cleaned very well and we provided photos to the duty manager on checkout for him to follow up with housekeeping.  At our request we were given a much better room - 548 - on the 3rd floor in another wing. The hotel does not have a lift so we got plenty of exercise on those stairs.  Buffet dinner &amp; breakfast had a good choice of food but as the hotel has a lot of
 </>
 <>
  …
 </>
</q>"
421,"Best service, fantastic location", February 2020,Worldtraveller1900,5.0,"<q class=""IRsGHoPm"">
 <>
  What a fantastic stay we had In this beautiful luxury collection ITC mughal hotel. From the moment we checked in we felt such a warm welcome.The rooms on the sixth floor were renovated and super cozy with the wallpaper and the great Marble. We had high tea, a fantastic breakfast and as a platinum member of marriott bonvoy all the benefits of complimentary.  Although I have to say that the best service in terms of being charming friendly and positive gave us one guy in the entire hotel. His name was Saurabh, who was first between 3-5pm in the lobby bar for high tea and after downstairs from 6-8pm. The way he welcomed us and treated us in terms of serving and making us feel at home was just outstanding. We stay for two nights in this beautiful hotel and one of the reason we didn’t
 </>
 <>
  …
 </>
</q>"
422,Amazing hotel located close to the Taj Mahal, February 2020,Leandri P,5.0,"<q class=""IRsGHoPm"">
 <>
  This resort is located in the city of Agra, about a 5-minute drive from one of the entrance gates to the Taj Mahal. The resort is built on a massive area and consists of beautiful gardens, multiple swimming pools, spa facilities, and restaurants. The staff is incredibly friendly and helpful. The suites are large with many benefits (2 hours free cocktails, spa treatments, discount of food and beverages, massage chair in the room etc.).The beds are very comfortable and the bathrooms are spacious.  We had the buffet dinner and breakfast at the property which was absolutely amazing. On the night we were having dinner there was no Butter Chicken on the menu (and as I cannot handle too spicy food), the chef Ashmit Bhattacharya, graciously arranged that I received a plate of Butter
 </>
 <>
  …
 </>
</q>"
423,Fantastic service at lovely hotel near Taj Mahal, February 2020,Jessica S,5.0,"<q class=""IRsGHoPm"">
 <>
  My mother, daughter and I stayed in a Suite at the ITC Mughal for two nights in Feb 2020. While the Suite only had a king bed, the hotel provided an extra twin-size bed for our 3rd person that was more comfortable than your usual sofabed.(That, plus an in-room massage chair made up for the unusually uncomfortable sofa.) The room was adequate, not as nice as the common areas of the hotel, which were truly lovely (including a great gym). Our suite gave us all kinds of amenities: free breakfast buffet, complimentary drinks in the lounge, access to a quiter pool by the spa area, a private lounge area.  The grounds were lovely, and I was particularly surprised that the pathways and gardens allowed for an outside run (a rarity for me in India).  Best aspects of the hotel were the
 </>
 <>
  …
 </>
</q>"
424,Good though not Luxury, January 2020,Clive888,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed for 3 nights in Jan 20.  The hotel is very central and less than 10 minutes to the Taj Mahal and Agra Fort.  Unfortunately, there is nothing of note within walking distance and we ate in the hotel for the 3 nights.  The restauarnts were good standard but clearly expensive for India.  The ground floor bar was nice but service quite slow and unattentive.  The rooms were reasonable although we did hear a lot of noise from the corriodors.  The gym was good.  Overall, a reasonable stay but not quite luxury.
 </>
</q>"
425,Weekend made right by team ITC Mughal, January 2020,Alok C,5.0,"<q class=""IRsGHoPm"">
 <>
  A weekend gateway made perfect by splendid experience at ITC Mughal, room allotted was super fantastic and front desk associate ensure that check in experience was just right irrespective of hotel being busy at that time. Wow moment of the trip was Taj shaped chocolate placed in the room to celebrate our special occasion. Staff was courteous and food as expected was super excellent. Mughal gardens are highlight of the hotel.
 </>
</q>"
426,"Good Marriott quality, just behind the old bazaar", January 2020,Spanishworld,4.0,"<q class=""IRsGHoPm"">
 <>
  Within walking distance to Taj Mahal and just behind the old bazaar, this hotel is ""old quality"". Still maintaining the high standards of Marriott (it was a Sheraton), now would appreciate a renovation. Nevertheless, because of the location, I still prefer over other hotels in the same price range for Agra.
 </>
</q>"
427,Just short of 5 star, January 2020,Imran L,4.0,"<q class=""IRsGHoPm"">
 <>
  Had a very good stay at ITC Agra. Front of house were pretty cold upon entry and could have been a little friendlier. But the sheer grandeur of the lobby was impressive enough our attention.   We were “upgraded” a room category but was impressed by the room size. The dining table was unnecessary and both the tv’s were in the corner of the room so to see dead on you had to sit at the opposite corner of the room without the sofa or bed. Room was very clean and the bed comfy.  There was a massage chair in the room but it looked pretty tired from the year 2000 and only worked for 6 mins instead of the full cycle 20 mins.  Bathroom was nice and spacious copying the Savoy in London’s deco theme. But there was some shoddy craftsmanship in fitting a shower as the pipes were visually
 </>
 <>
  …
 </>
</q>"
428,Excellent, January 2020,ANSHUL,5.0,"<q class=""IRsGHoPm"">
 <>
  Very good services with extra care and value for money.. Food at peshwari was excellent. People at reception was very helpfull and provided early check inn surprise to know that hotel has exclusive smoking area specially for those people who smoke  Thanks again for the extra care!!!!  Regards
 </>
</q>"
429,Bad experience and poor wifi, February 2020,Hector,2.0,"<q class=""IRsGHoPm"">
 <>
  Wifi slow and intermittent, shower water warm but not hot enough, check out experience very bad. You need to provide a credit card to book, check in and check out,  that means that if they dont verify your card AGAIN when you check out, they wont let you go past the exit door. Usually, if they already have your card on file you can just walk out of the hotel and they will send you your bill by email. The security guard was rude and no one told me I HAD TO (forced) stop at  front desk at check out. Im a frequent flyer and this is the first time someone stops me at the exit. If thats the way the work, they should let you know when you check in.
 </>
</q>"
430,The most luxurious and relaxed weekend I've had., February 2020,Srishti123,5.0,"<q class=""IRsGHoPm"">
 <>
  I went on a weekend trip with my best friend for her bachelorette and had a lovely lovely time. Thanks to the hospitality of the staff and the delicious food, we were left wanting for nothing.   We were upgraded to the suite, and there is no comparison to the comfort.   It was winter time so I didn't take a dip in the pool, but that didn't stop me from passing out pool side on a sunny February afternoon.   If you are looking for a getaway from Delhi in the lap of luxury, this is the place to be.
 </>
</q>"
431,Great service but only average , February 2020,axel2307,3.0,"<q class=""IRsGHoPm"">
 <>
  Stayed for one night in the ITC and had a meal in their highly-rated Indian restaurant.  Our room was ok although looked a bit tired. The breakfast was very chaotic and the food mediocre- perhaps because we arrived a bit late. The meal in the restaurant at was good if not exceptional.
 </>
</q>"
432,Had an amazing stay, January 2020,Siddharth Heda,5.0,"<q class=""IRsGHoPm"">
 <>
  Rooms are very good,  Staff is very friendly,  Property is BEAUTIFUL, Kaya Kalp massage is one of the best thing of our stay.  Also, please do note that there is no facility for driver to stay, so if you are self driving then no problem otherwise you need to make arrangement for the driver.
 </>
</q>"
433,Not Luxurious, January 2020,Beverly U,2.0,"<q class=""IRsGHoPm"">
 <>
  Recently three of my friends and I stayed at ITC Mughal. We all agreed that the gardens surrounding the hotel, the external architecture, and the spa were magnificent. The breakfast buffet is also extensive, varied, and very tasty; lunch off-the-menu items were limited and not outstanding in flavor. Our dining experience at Bukhara in the hotel left a lot to be desired and does not meet the standards of the Bukhara in Delhi. Our rooms were, for three of the four of us, a big disappointment; they smelled musty and the furnishings were in dire need of upgrading. The fourth of us had a top-level room and was quite pleased with it.
 </>
</q>"
434,Misleading reviews , January 2020,lawyerSibu_Malaysia,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in Room 211 for two nights.  It was bought through Fair India Travel Agra. At the check in counter, before check in, I was already deeply distressed. I asked an upgrade to Executive Room because Fair India only booked an ordinary room for me. At first they said no more executive room but a moment later surprisingly they said yes to me if I paid Indian Rupiah 20K + + for two nights. We declined it because it was too expensive. Fair India booked twin bed room for me but they said their twin rooms were fully booked. I told them they booked a month over ago and we couldn’t sleep on a double king bed. Upon our complaint the receptionist proposed a king bed room with a sofa convertible to bed. We went for a look but the room was smelly. We looked at another room that was
 </>
 <>
  …
 </>
</q>"
435,Nice hotel. , January 2020,Dean S,4.0,"<q class=""IRsGHoPm"">
 <>
  Lovely hotel in a decent location for the taj.  We stayed in the Itc in Jaipur and it was far superior.  The bedroom was quite small.  Breakfast is great.  They tried to charge for WiFi when it was free in Jaipur.  Cold nuts and no welcome drink.  We waited a while to check in.
 </>
</q>"
436,Excellent Value, January 2020,SW11comment,4.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is excellent value for the service it offers. Be it a bit bland and corporate. The room was large comfortable and very well serviced. Very good breakfast offer. But there was a charge for the internet......ridiculous in this day and age to charge and very mean.....I was shocked at a hotel of this standard charging.
 </>
</q>"
437,Great but be prepared to tip for everything!, January 2020,SianLAdams,4.0,"<q class=""IRsGHoPm"">
 <>
  This hotel will always hold fond memories for me as my partner of 18 years proposed to me here, however, it’s not the luxury hotel I was led to believe.   The entrance is very nice, the check-in was fine although the receptionist who did check us in spoke good English but she didn’t explain the club benefits which accompanied the room rate very well.   The hotel is on a few levels but the area is vast - there is no lift and the walk to reception was quite long. Our keycard stopped working many times and each time meant a trip to reception. The butler service was great. The staff were very attentive although this was more to do with them wanting a tip. I have no idea what wages are for paid for hospitality staff but it must be very poor. The room rate charged, and the exuberant
 </>
 <>
  …
 </>
</q>"
438,Grand hotel with nice gym, January 2020,Jason S,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is a very grand looking place with top notch service. Our rooms were nicely appointed even though some of the fixtures were tired. (The phone didn’t work and it is probably time to replace some of the furniture) nevertheless we really enjoyed our stay at this hotel. It is very near to the Taj Mahal and there are some good restaurants across the street. I especially appreciated the well-equipped gym!
 </>
</q>"
439,Hyped reputation...poor returns.., December 2019,manjul43,1.0,"<q class=""IRsGHoPm"">
 <>
  We were five families visiting for the year end celebrations. The ITC property is a poor man's five star hotel. The manual entrance boom barrier and laid back welcome at the drive-in gave a taste of things to come. The reception guy was pathetic . Rooms were given in a staggering fashion till 4 PM. The restaurants were dingy and staffed by locals not befitting the mannerisms and grandeur of ITC. The warm water supply was erratic, toilet flush not working in three rooms...The room service was lethargic and tardy. The new year eve celebration bwas 7500 per person with one variety of whisky...no Black labels or single malt...prize distribution done was obviously to the cousins and friends of the manager bossing around there with no qualitative inputs to the celebration by him. The
 </>
 <>
  …
 </>
</q>"
440,Great old fashioned hotel, January 2020,Guru,5.0,"<q class=""IRsGHoPm"">
 <>
  First impressions:  Arrived at 7:30 AM on Dec 29th. Was obviously super early to get an early check in, but had a decent breakfast in Taj Bano buffet restaurant while our luggage was stowed away. After a long wait on duty manager, Mr. Ajai Das gave us a free upgraded room. Helping us check in to room was a delightful young man, Mr. Rajat Verma. While the wait was not ideal after a 24 our journey from California, it all fell into the place.  Food:  Was hit or miss. Our preference is usually for authentic and normal Indian flavors and spices, but at almost all restaurants, the flavor was subdued and lacked character. However, the food was well prepared and quite edible.  Room:  Was somewhat old and dated even if the linen was fresh and the room was well lit and furnished. The
 </>
 <>
  …
 </>
</q>"
441,I'll rate this hotel a 5 star for its hospitality, December 2019,L S,5.0,"<q class=""IRsGHoPm"">
 <>
  I need to mention about a young guy Atik (or Aatik) who really impressed me by his hospitality. He took care of us during dinner and the next morning he welcomed us again during breakfast. The food was great but the service Atik provided made it extraordinary!!
 </>
</q>"
442,Perfect stay in beautifully landscaped hotel , January 2020,danieltF3698FU,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in one of the Royal Mughal Suites for two nights visiting Taj Mahal, the Fort and baby Taj. It was the most suitable sanctuary from the hustle and bustle of Agra.   Ankit, our Front Office Manager, Poornima, and Amar made sure our stay was absolutely perfect. Their kindness, willingness to help, and attentiveness were second to none.   The most impressive aspect of the hotel was the nature trail that went around the entire hotel grounds and the beautiful gardens at the back. There was even a tennis court and children’s playground. An afternoon stroll around the back gardens was one of the most tranquil experience we had in Agra.   We will not hesitate to stay here again.
 </>
</q>"
443,Very lux!, January 2020,AJ0612,5.0,"<q class=""IRsGHoPm"">
 <>
  With ITC, one cannot go wrong. This property is excellent with well appointed rooms and classic ITC hospitality. The legendary ITC cuisine is available in the restaurants for patrons to savour, especially mutton and lentils (2 different dishes). The staff is excellent and hospitality impeccable. Do not forget to view at the Taj Mahal from their terrace. Yes, you can view the Taj and its a sight for sore eyes. The terrace opens only upon request though. Overall, a property that is luxury and totally deserving of 5 stars!
 </>
</q>"
444,Beautiful common areas, January 2020,FellowTraveler393813,4.0,"<q class=""IRsGHoPm"">
 <>
  Great location for sightseeing in Agra. The common areas such as the lobby are beautiful. The rooms are a bit dated, but do have some upgrades such as marble baths and master switch controlled lighting. The grounds are quite extensive. They have a Taj Mahal viewing deck but smog makes it difficult to get god views. Obviously not the fault of the hotel!!  The front desk check was very good for check in and check out. We found the service in the restaurants to be a bit slow and lacking esp since we were dining with younger children. This was a change from the other hotels in which we stayed during our trip to India.  There was also a loud party at 4 AM on a Monday night on the floor above us. Called the front desk which helped to settle down the noise for 30 minutes, but then they
 </>
 <>
  …
 </>
</q>"
445,Must try - Peshawri Restaurant, January 2020,Chengtac,5.0,"<q class=""IRsGHoPm"">
 <>
  After spending 3 hours in Taj Mahal, you still feel inspired by the beauty of magnificent architecture.  Then near by Taj, we have been recommended to stop by this restaurant in ITC hotel.  You have to visit this restaurant when you visit Taj.  Amazing food and excellent service.  Especially Mr. Gajendra and Mr. Sunil truly made this lunch and this trip more memorable. Thank you again~
 </>
</q>"
446,A great trip, January 2020,Jhanvi Celly saxena,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is absolutely gorgeous, and very comfortable. Extremely lavish. The front office team gave us a warm welcome. Thankyou so much to Ankit sir and Jayant. The newly renovated Mughal chambers add a modern look to an otherwise antique hotel which is based on the Mughal dynasty as the name suggests. The hotel has an unusual feature - an observation deck which allows a reasonable view of the Taj Mahal across the rooftops, in the distance. It was quite spectacular at dusk. The food was marvellous and mouth watering at peshawri. We were celebrating my dad’s birthday and the staff was courteous enough to give us a complimentary cake. Overall the stay was great and the staff made it memorable for us.
 </>
</q>"
447,Feel Happy, March 2019,Enchant Boy,5.0,"<q class=""IRsGHoPm"">
 <>
  5 Star Luxury Hotel In Agra. Best for Meeting, Ceremony, Party or Stay , Food also very well. Reception Feel Osm, Bigger hall, glossy Italian marble, Receptionist well Servic. Room clean service quickly, Gym, Spa, Swimming Pool, Many luxurious facility available here... As My Experience. Please Cleck In Once... See my pics
 </>
</q>"
448,Hospitality, January 2020,Kriti B,5.0,"<q class=""IRsGHoPm"">
 <>
  Courteous and cooperative staff, great location, excellent dining options.I truly recommend this hotel to my friends and family. Been here a lot of times and have to say I’m still impressed by how they’ve maintained the hotel.
 </>
</q>"
449,Beautiful public spaces and gardens with very poor bathroom, November 2019,rosserUk,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at the hotel as part of a golden triangle tour organised by Sita, through Imagine Cruising. The hotel bar, lounge, public areas and gardens are stunning. Our bedroom was pleasant but the bathroom was old, tired and grubby. The tiny shower head over the bath was disappointing and the bath plug did not fit properly causing the bath water to drain out whilst in the bath. The plug attachment also fell in to the bath and was absolutely filthy.    This was particularly annoying as we had paid extra to upgrade to 5* hotels for this special holiday. We complained to reception and were told that it would be 'fixed'. The receptionist was not interested and indeed the plug was left as it appears in the photos. Not good enough!
 </>
</q>"
450,Excellent Hospitality, January 2020,rahuljasuja7,5.0,"<q class=""IRsGHoPm"">
 <>
  Recetly stayed with the hotel, where i came to interact with the Duty Manager Rajat whi assisted me with the checkin and make sure that i will get the best room which made my stay comfortable. I truly recommend this hotel to my friends and family. Good job keep it up
 </>
</q>"
451,Awsm & flawless just like taj, January 2020,Love to explore @ rahul,5.0,"<q class=""IRsGHoPm"">
 <>
  I stayed for a night only ...however I regret that I need to stay more to enjoy ITC mughal hospitality..from check-in to check out .. everything was smooth....DM Mr Verma along with his team was on his foot to match our expectations....love to visit again...  Regards RM
 </>
</q>"
452,Title of my review is  excellent, December 2019,shruti,5.0,"<q class=""IRsGHoPm"">
 <>
  You cannot go wrong when it comes to ITC hotels and this is an amazing property with a wonderful staff and great food  The staff is absolutely amazing they are warm and hospitality is awesome. Special thanks to Rajat Verma and Nitin Rampal and their amazing teams. Wonderful memories created which will be cherished forever .
 </>
</q>"
453,Excellent, January 2020,Aarushi S,5.0,"<q class=""IRsGHoPm"">
 <>
  The stay was pretty good with comfy bed and atmosphere. The stay was quite luxurious and so was the room. The food was delicious. I loved the hotel and would like to visit it again. It's an amazing hotel at amazing price.
 </>
</q>"
454,Excellent Stay. Just Wow!!!, August 2019,Rahul K,5.0,"<q class=""IRsGHoPm"">
 <>
  This property is just amazing. What a pleasant stay!! The staff was very supportive &amp; always ready for our services. We really enjoyed &amp; what a interior of this hotel. Also enjoyed the Spa &amp; Swimming pool!!
 </>
</q>"
455,Not Impressed, January 2020,Nathan K,2.0,"<q class=""IRsGHoPm"">
 <>
  This hotel has seem better days. It's nowhere near the quality one would expect from the ITC brand. Hall carpet in need of replacement, rooms and restaurants need a deep-cleaning, outside of building needs a good power-washing. Hospitable staff but they don't honor Bonvoy discounts. Took over an hour to check out after negotiating and cross checking hotel bill...strategy: make nothing easy, add small charges and require guest to negotiate for correct charges (hmm). I'd opt for Oberoi, Taj or Courtyard if I were you.
 </>
</q>"
456,excellent stay, December 2019,Katherine George,5.0,"<q class=""IRsGHoPm"">
 <>
  Booked a room for a family of 3. Had the best amenities possible! The staff was courteous and always at our service. We really enjoyed the beautiful interiors of the hotel. Enjoyed the spa after a long day of sightseeing and couldn't have asked for a better stay. Highly recommended!
 </>
</q>"
457,Personalized service we had not dreamed of., January 2020,Supriya G,5.0,"<q class=""IRsGHoPm"">
 <>
  We just spent three nights at the ITC Mughal, four of us including our autistic adult son. The kindness with which we were treated by the staff was overwhelming, right from our first day when Anwar served us a late lunch with outstanding courtesy and consideration. Subsequently, the other members of the serving staff at the Tajbano restaurant were always prompt and attentive, especially  Umar, Basudev and Mohan.   Quite apart from the staff (surely the most important component in the hospitality business), the rooms were luxurious and the garden picturesque and beautifully maintained. We enjoyed a brisk walk around the extensive property,
 </>
</q>"
458,Absolutely gorgeous hotel, December 2019,parrotletgirl,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel was absolutely beautiful.  We had the most amazing experience here.  The spa was gorgeous, and the hotel bar was lovely.  It was a great place to spend a few days.  Overall, it was an amazing stay!!
 </>
</q>"
