,caption,date,customer,rating,transcript
407,"Beautiful room, horrible experience.", January 2017,Amanda B,2.0,"<q class=""IRsGHoPm"">
 <>
  I REALLY wanted to like this place.  It's a lovely property, and the rooms were perfect.  They were filled with character, great bathrooms, comfy beds, spacious, and they provided a space heater, as it was January.  However, the comforts ended there, unfortunately.  Almost all of the rooms face an inner courtyard, and on the day of our stay, there was a wedding in that courtyard with absolutely thumping club music.  It started around 8pm (right around when my baby was trying to go to sleep) and the front desk said it would last until 11pm.  Considering many of the guests had to get up at DAWN for their tours of the Taj, i can't imagine i was the only one who took issue.  Finally the music stopped, at 11pm, but at about 1:30, i was awoken again becuase they chose that time to
 </>
 <>
  …
 </>
</q>"
408,Great hotel, January 2017,christineandpete2017,5.0,"<q class=""IRsGHoPm"">
 <>
  upgraded to suite. lovey rooms. view of taj from rooftop. excellent resturant - usually eat out but we only had one night there at the end of three-four weeks travelling around india so dined in. the BEST goa fish curry, and one of the best meals our entire trip....we had many good meals but thsi one in top 25%. pool looked lovely and gardens alos, but just didnt have the xtra time to enjoy further.
 </>
</q>"
409,This is the place for a family with KIDS., January 2017,Shubham B,5.0,"<q class=""IRsGHoPm"">
 <>
  I put my foot down while selecting a hotel that the place must have a Lawn for me to play with my four yr old. I was darned against staying in BOX Hotels. And was I pleased with the place? More than I paid for I would say. Great Lawn, great corridors for my child to scoot around. The tall olden Brit rooms that are never too hot in summers and too cold in winters were a delight to sleep in. That the place was full of visitors comments starting right from the likes of Dr. Rajendra Prasad made the stay even more delightful. Smiling staff, Great Management, including the current GM, a wonderfully pleasant Lady who my family befriended.
 </>
</q>"
410,A lovely welcome & nice experience , January 2017,Patrick K,4.0,"<q class=""IRsGHoPm"">
 <>
  We liked this hotel that has plenty of history &amp; harks back to the British Raj. The rooms are fine if a little dated, although without AC I'm not sure how comfy they'd be in Summer. We ate in the bar area &amp; that was tasty &amp; pretty good value. It was very noisy until 11pm but then it was peaceful &amp; quiet. The flowers &amp; welcome on arrival was nice too
 </>
</q>"
411,Great Stay in Agra, January 2017,markandrewhunt,4.0,"<q class=""IRsGHoPm"">
 <>
  This is a very good heritage style hotel. Rooms are large and spacious, clean and tidy. All staff we met during our stay were excellent and were only too happy to ensure that all requirements were met. The quality of the food in the restaurant in the evening was very good indeed with an interesting and varied selection of Indian food. The Spa provides a range of treatments all of which were very good. A great base to visit the Taj Mahal and other sites in Agra.
 </>
</q>"
412,Antique and Charming, January 2017,2brianjd,4.0,"<q class=""IRsGHoPm"">
 <>
  I had read reviews before our stay, many were fairly critical but still scored the hotel fairly high, I feel the same way. On arrival I chanced asking for room upgrade, this was granted and we landed a suite. The hotel is very old and has a certain charm but an upgrade, electrical wiring particularly, is overdue. The suite was a good size and quite nicely furnished in a faded style, huge and comfortable bed, decent sized en suite though not all equipment (shower) was in prime working condition but all did work. Wi Fi as other reviewers noted was slightly hit and miss, took one of staff to get me logged on, but it worked reasonably if a bit slow at times. We only ate breakfast in the hotel, it was ok, reasonable choice, eggs cooked to order and fruit available. Small bar was
 </>
 <>
  …
 </>
</q>"
413,Top notch hospitality!, November 2016,Greg B,5.0,"<q class=""IRsGHoPm"">
 <>
  I've never received such excellent hospitality! Very kind staff go out of their way to ensure your stay is comfortable. The rooms and the hotel itself are a whimsical look back 70 years. The food was also very good. The only minor complaints I have are for an upgrade to the Wi-Fi and that the mixed drinks were missing ingredients or just made entirely wrong. It didn't make much of a difference in my hotel experience though. Great location as well! I would absolutely recommend staying here.
 </>
</q>"
414,Great hotel room and grounds, January 2017,Julie P,4.0,"<q class=""IRsGHoPm"">
 <>
  Grand Imperial hotel in Agra is worth the visit. Spa on site with great services.  We stayed in the Maharani Padmini suite and had the best night of sleep during our stay in India.  The grounds are lovely with a large lawn and infinity pool right outside our back door. The room is well appointed and staff very friendly and helpful.  Arrived earlier than planned and were able to pay a bit more to check in early. Comfortable beds are hard to find in India for Westerners but this was very good. Large tub with good hot water and nice toiletries.   About 8 minutes by Tuk Tuk to Taj Mahal which is stunning.  ATM right next door for cash access which is not easy to find here at the moment with cash shortages.  Manager even helped us to arrange a ride to Delhi upon departure when all
 </>
 <>
  …
 </>
</q>"
415,Agra Taj Mahal, January 2017,agradel,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a great stay, I enjoyed the breakfast at Garden area beneath the sun. Sprawling gardens with great ambience House keeping of rooms was great.  Awesome food and great bar refreshed the entire tiredness of the day Good hospitality, wonderful...
 </>
</q>"
416,Only for the old-world charm, December 2016,PriyankaK30,3.0,"<q class=""IRsGHoPm"">
 <>
  -Location wise it's near to the main attractions. Agra is not a very big city. Unless you're staying in some outskirt area, commute is not much of a hassle. -We're welcomed with smiles, garland and some complimentary drink. -Room is wonderful with the four poster bed, the wooden furniture. Bathroom is clean-ish. The towels provided were old and worn out. On insisting, we were provided with fresh and new towels. -Breakfast is the worst part of the hotel. The spread is very limited and the food tastes below average. I read a review on tripadvisor (a few months back) where in the hotel had replied that they would look into the measly breakfast but I guess, nothing has been done in this regard till now. At the price one pays (esp in peak season time) you'd expect something decent
 </>
 <>
  …
 </>
</q>"
417,Good Heritage Hotel , January 2017,olofkarlsson85,4.0,"<q class=""IRsGHoPm"">
 <>
  Me and my wife stayed for 2 nights in Jan 2017 in chamber of prince room.  Overall an OK experience and the Hotel definitely has historical charm. It is a bit cold in January but we had an extra portable radiator in the room so it was fine. The pool looked great but it was to cold during our visit.  Wi-Fi is not working well, very slow once I got on it.  We had NO noise from the street in our room, we slept very well.  Staff is very helpful and service has a general high quality.  It is a bit worn down so not comparable to a modern hotel (like radison etc) but you choose this for the heritage part.  Food is OK but nothing special (we had evening buffe and breakfast.  Location is good for both Agra Fort and Taj Mahal.  I recommend the Hotel, more fun to stay at Heritage Hotel
 </>
 <>
  …
 </>
</q>"
418,Heritage Sanctuary, January 2017,Mary M,4.0,"<q class=""IRsGHoPm"">
 <>
  We have just spent two nights here. We enjoyed the Chamber of Princes' room upgrade - It was quite grand. The bathroom is quirky but these little inconveniences (it is a heritage hotel - code for not everything works as expected) can easily be forgotten when you eat the excellent food &amp; enjoy the ambience here.  Agra is chaotic &amp; having this lovely space is a reprieve. Yogesh is very helpful if you have an issue ask for the supervisor they will always help &amp; understand English very well.   The Executive chef is very keen to explain his food &amp; ingredients in the restaurant we did enjoy this very much. Devendra &amp; the team all were very polite &amp; helpful.  Wifi was hopeless sadly the wifi tech wasn't around. This made checking bookings difficult.  Good news was the EFTPOS worked
 </>
 <>
  …
 </>
</q>"
419,Charming heritage hotel but very noisy, December 2016,obonnet,3.0,"<q class=""IRsGHoPm"">
 <>
  Despite an undeniable charm, the level of noise in the rooms is just unbearable. There is no glass windows in the bathrooms, that are directly facing the noisy street behind the hotel (they just put a piece of cotton fabric to hide the window, but no glass), and the busy street in front of the hotel is so noisy that sleeping is just impossible. Level of cleanliness is very low.
 </>
</q>"
420,A peaceful hotel within a lively district, January 2017,EricNomad,5.0,"<q class=""IRsGHoPm"">
 <>
  After a long train journey from Goa expectations from this hotel were high and were duly met. Staff are professional courteous and more than helpful. Our room faced the garden but could benefit from a window for a view of the outside and some fresh flowing air as it can get a bit stuffy. We would have upgraded to a fabulous suite that overlooked the pool and gardens but as we only stayed two nights we would not fully benefit from the opulence but it's more than affordable. Restaurant is excellent with high levels of service at breakfast and dinner. Note all advertised prices exclude service and local taxes so what you see isn't what you pay.
 </>
</q>"
421,Enjoyable experience at a heritage hotel, December 2016,Pamela M,4.0,"<q class=""IRsGHoPm"">
 <>
  I picked this hotel because it was a heritage hotel and I wasn't disappointed.  I was met at a front desk with a beautiful flower garland.  I had a standard deluxe room facing the lovely garden and enjoyed its distinctive heritage feel, with its beautifully patterned floor and dark wood bedposts.  Yes, the bathroom has its quirks.  Water does drip on the floor, but thanks to tripadvisor reviews I expected this and wasn't bothered by it at all.  I would love to come here again!
 </>
</q>"
422,The Happy Grand Imperial , January 2017,umashan,4.0,"<q class=""IRsGHoPm"">
 <>
  After a crazy day of being pushed and queuing to see the Taj ... note don't do Taj on a Sunday as it is seriously busy and u don't get to enjoy the splendour... we made our way to The Grand Imperial   Happy !  Beautiful faces met us and wished us a warm welcome decorating us with a marigold garland and red dot on our foreheads .  Check  in was effortless ... We were shown the hotel and then our rooms ... the decor is like out a quirky photo shoot ... pattern on pattern some beautiful pieces of furniture and for one night in transit to Jaipur this little gem ticks all the boxes   The spa is ok ... it's not super lush but the therapists are good ....  That evening in the cold of winter we watched a funny puppet show and had dinner at the only restaurant which was delicious .
 </>
 <>
  …
 </>
</q>"
423,Memorable Bathroom!, November 2016,Sue M,3.0,"<q class=""IRsGHoPm"">
 <>
  This hotel has excellent staff who certainly go the extra mile for their customers; sadly the rooms etc do not quite match up. Our room epitomised the word 'quirky'! It was quite dark with very heavy furniture. The ensuite bathroom was made from a corner of the room and the walls didn't reach the ceiling, the shower was over the free-standing bath without screen or curtain and you had to climb up a set of three steps to get in!! We were disappointed with the food in the restaurant and the swimming pool didn't appear to have a filter, so we didn't try it.
 </>
</q>"
424,Great hotel in Agra, January 2017,MariaFrancisPuraVida,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed 4 nights in this hotel in Agra and was an excellent choice! The decor transport us 300 years ago! The service was great! The buffet for breakfast and dinner has good choices! The bathrooms need to modernize a little!
 </>
</q>"
425,A little expensive, December 2016,Matthew H,4.0,"<q class=""IRsGHoPm"">
 <>
  Being late in the trip, we were a bit tired and they did not have our room ready for new year's eve.  We received a complimentary upgrade, but couldn't utilize it.  The gala dinner was also a bit overpriced.  The wifi was terrible.  If the wifi was better, this hotel would definitely be recommended though
 </>
</q>"
426,Heritage of India, December 2016,Helen S,3.0,"<q class=""IRsGHoPm"">
 <>
  This was okay not as good as some of the other Heritage Hotels we visited but we wanted to experience India and not a faceless western hotel. The room was charming but the bathroom leaved a lot toe desired. Not the fact that it was old but that it had not been maintained. One thing that did aggravate was the constant selling experience. Puppets, jewellery,clothing. We were quite happy to purchase for the girls orphanage but once done we would have preferred to be left alone. The food, a buffet, was okay only. The dining room was lovely to look at with its chandeliers and there were many moments of a bygone fascinating era. There was a pool ( no time to try) and a spa which is best forgotten.
 </>
</q>"
427,Like stepping back in time!, December 2016,HollyK181,5.0,"<q class=""IRsGHoPm"">
 <>
  Sadly, we only stayed one night in Agra, but I wish we had been able to stay a couple of more nights. The actual pad locks on the door were quite neat and gave the old world charm. The sitar player in the restaurant even played Christmas carols. It was the first hotel we had continuous Wi-Fi at, so that was a big deal! There is an amazing view of the sunrise from the rooftop, if you are an early riser. The power did go off more than out other stays in India, but it never stayed off for long. Typical breakfast, and excellent service. I would highly recommend.
 </>
</q>"
428,Lovely historic building, January 2017,Fidelity W,4.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is extremely good value - genuine historic features and friendly staff make it a lovely place to stay.  You get a real sense of India a hundred years ago with quirky vestiges from the past. It is clean and unassuming.  We enjoyed dancing with the staff on New Years Eve.
 </>
</q>"
429,Over rated, December 2016,Sp09gw,2.0,"<q class=""IRsGHoPm"">
 <>
  My fiancé and I booked one night stay on Christmas Eve and were very disappointed with our overall stay. Upon arrival, we were asked to pay upfront and were informed there was a mandatory Christmas dinner (costing 4000 INR each). He circled a few notes on our printed booking saying we should have noticed that when booking. Feeling slightly embarrassed about the situation we just paid without hesitation (15,000 INR for 1 night and dinner). We paid 16,000 and the man behind the desk said he would bring the 1,000 INR change to the room once we had settled in.   We were shown to our room and it was average, no major complaints with the room. The bed was made of 2 single beds pushed together, which we did not expect at such a highly rated hotel and the bathroom flooded every time we
 </>
 <>
  …
 </>
</q>"
430,Great Ambience, March 2016,Rahul R,5.0,"<q class=""IRsGHoPm"">
 <>
  Great historical place with marvelous rooms . Great service. Feel royal to stay . In modern times gives an feel of the Mughal era . Really an place to relax near the pool . Sprawling gardens gives a nice feel.
 </>
</q>"
431,a time warp to wrap up in, December 2016,bozen12,4.0,"<q class=""IRsGHoPm"">
 <>
  Who would stay in modern glass and concrete hotels in Agra, when you could be in this turn of the century gem?   Sure it is not super smart, but it gives you a taste of how India was a century ago.  The smell, of which some complain, is simply the smell of an old buidling. The cooking is careful, and one eats beneath huge glass Belgian(?) chandeliers, in a room that has seen little change. Morning coffee on the roof, watching the monkeys scamper over the rooftops, and there, in the distance, smudged in smog, is the most beautiful dome Man ever made.  Stay in heritage to see Heritage.
 </>
</q>"
432,Faded colonial charm with damp issues and bad food, December 2016,Henrietta F,2.0,"<q class=""IRsGHoPm"">
 <>
  Our first room here was the dampest, worst smelling hotel room I have ever been in. I cannot believe they thought it was fit for people! We complained (actually the first time I've ever done that) and were upgraded to a much nicer suite on the quieter side of the building.  Even so, the room was stuffy and relatively unpleasant to be in. Apparently you can't open any windows because of roving monkeys (and we did see packs on the rooftops) which is adds to the stuffiness.  The food was sub-par. The staff were very nice and very helpful and because of that I feel quite bad leaving these review but it is honestly not a nice place to stay.
 </>
</q>"
433,Nice heritage hotel in a noisy surrounding, December 2016,62simple,3.0,"<q class=""IRsGHoPm"">
 <>
  The Grand Imperial Heritage Hotel in Agra is a pleasant palace to spend one night before visiting the beautiful city of Agra. All sights are within a short taxi drive. The rooms are are nice and big but tend to be a bit noisy. We were able to change to the ground floor which is a bit quieter. The rooms are clean but basic and the bathroom even poor.  The dinner was nice, but breakfast is rather basic. The atmosphere in the restaurant is rather poor. Unfortunately there are no better restaurants nearby. The price we payed was not worth the value for us. Fortunately we stayed only one night
 </>
</q>"
434,Beautiful building with a feeling of history but felt a little too faded, November 2016,johnfbobrien,4.0,"<q class=""IRsGHoPm"">
 <>
  Really impressed with this hotel on arrival, a beautiful old hotel with a history, gardens and a pool. However, there is a balance between a fine heritage hotel and one that is becoming a little too faded and reliant on historic charms and period furniture.  In particular, the bathroom floor became awash with water when showering and the stunning chandeliers in the dining room would merit a good clean to show them in their full glory.  The dining room lacked atmosphere and the food did not compare to that served in other hotels visited on our tour.  I loved staying here for one night but would have been frustrated by really minor niggles if staying for several nights.
 </>
</q>"
435,Heritage hotel but they will try to rip you off, November 2016,ValB263,2.0,"<q class=""IRsGHoPm"">
 <>
  We picked the hotel for its look and we thought the experience would be great!  The look was great, the room was big and comfortable but there was no air flow whatsoever   Also the food was not great, it was less tasty than in a very basic hotel we stayed at in Old Delhi  But the worst was that they tried to rip us off by overcharging extra things ( a night despite the fact we had prepaid, they tried not to take into account the deposit we had prepaid) and I had to argue and demand to speak with the manager so that I would argue my case, and only pay what I was supposed to Furthermore, they forced my driver to go back into the parking on the exit side, and (it seems) purposely opened the guard gate door, to then demand extra money I would be inclined to think that they do this
 </>
 <>
  …
 </>
</q>"
436,Beautiful Heritage Hotel!, December 2016,Richard C,5.0,"<q class=""IRsGHoPm"">
 <>
  Thank you Grand Imperial staff! We were welcomed straight away into the peaceful, kind atmosphere of this charming heritage hotel and former palace. The hotel provides a welcomed escape from the busy Agra streets. The restaurant was delicious and the hotel did a great job providing entertainment. Loved the sitar player and drummer during dinner! Many thanks for allowing us to spend some extra time on your property while we waited for our delayed train. Wonderful staff, I recommend staying!
 </>
</q>"
437,A great experience, November 2016,Shabbirraj,5.0,"<q class=""IRsGHoPm"">
 <>
  The hotel is well located and easily reachable. Staff was courteous and prompt in responding to all our queries. They arranged vehicle for sightseeing which was really good. The restaurant was a pleasant fall back on colonial days. Food was good and service prompt as usual. The ambience of the hotel was extremely pleasant. They even surprised us with a cake as it was our wedding anniversary. Would recommend  the hotel to everybody.
 </>
</q>"
438,"Disappointingly shabby, not-quite-clean and definitely NOT deluxe.", December 2016,AngelaG_11,2.0,"<q class=""IRsGHoPm"">
 <>
  I don't feel good writing this review because the staff were perfectly polite and helpful.  I didn't complain whilst there because I was on holiday and did not want to deal with the inevitable immediate fallout.    However, our room was supposedly a ""Deluxe"" but it smelled musty, the mirrors were not clean, there were stains on the marble walls around the bath, the toilet had a reflux problem in spite of us not putting any paper down it, the plastic ""grid mat"" on the bath bottom wasn't clean, the toilet had a stained bowl and I hated the integral water spray attachment at the back of the toilet seat.  The bed was comfortable (hurrah!) but the bed linen was of poor quality so felt slightly rough and the pillows smelled of other people.  Not good.  One afternoon/early evening
 </>
 <>
  …
 </>
</q>"
439,Amazing Property and Fantastic Team, December 2016,Rachit S,5.0,"<q class=""IRsGHoPm"">
 <>
  Had been there for my stay for 2 nights at Grand imperial with an infant 9 months old. The property is amazing and so is the team. I booked a deluxe room and post check in i noticed some issue with the bed and had informed the same about the concern to the General Manager Ms. Chaitra, on our way back to hotel in the evening our luggage was shifted and we were upgraded to the suite. I really admire the generous attitude of entire team during our stay and are very pleased with their services and people handling skills.  Guys the location is fantastic and secured place, you will never find an issue finding transportation from here even at late nights.  If its Agra has to be Grand Imperial, as hospitality professional i would like to recommend two things,  Shower Curtain surrounding
 </>
 <>
  …
 </>
</q>"
440,"Five star Property, Three star Management", December 2016,KISHORE S,3.0,"<q class=""IRsGHoPm"">
 <>
  The location is right in the middle of the city, good for shopping. However the road is busy, and not an ideal location if you are visiting the monuments, traffic is high. The property itself, is great, giving it the old Colonial charm. Somebody has taken good care in decorating the interiors and the corridors well. The rooms are spacious and comfortable. However, do check if the toilet is not overflowing. Mine was.      The minus points come with the Management Practices. They do not display the check in and check out time on the reception. As they told me, the system automatically charges you for the next day, if you do not vacate by 10 in the morning.      The room was not cleaned properly, and the tea bags etc. were not replenished. The breakfast layout in the open had
 </>
 <>
  …
 </>
</q>"
441,"Huge potential it doesn't quite live up to, especially the management", November 2016,annas0phia,3.0,"<q class=""IRsGHoPm"">
 <>
  We arrived late night in this hotel and a big (and noisy) indian wedding was going on. We were hesitating to stay since the music was very loud and the bass made it difficult to talk in the lobby and we were quite disappointed for not having been informed about this after our booking. The hotel is aware of a wedding weeks in advance so we think it should be possible to inform your guests about this in advance with a short message to leave the choice to them if they are fine with this or not. We didn't receive such a message, despite the manager stating to have sent one....Since we arrived there late night and had travelled the whole day from the norhteast of india we didn't really have this choice. As a compensation we were offered a free breakfast but regarding all the negative
 </>
 <>
  …
 </>
</q>"
442,Colonial charm, November 2016,Angela G,5.0,"<q class=""IRsGHoPm"">
 <>
  If you want shiny chrome and polished stone of the big brand hotels then this is not for you, however it does offer old world charm. Beautifully appointed rooms open out onto a Courtyard garden and are furnished with antique style furniture. The bathroom has a roll top bath with shower over which may be an issue if you're less agile however the pressure is great, the water hot and the shower curtain spotless , which is more than I can say for my 4 star in Delhi! We enjoyed the pool which could do with a little TLC but the landscaped gardens provided a little oasis in the chaos of Agra and provided a nice spot for a cold beer. There is a lovely little bar which reminded me of a gentlemans' club and I felt like I was in the BBC ""Indian Summers"". So an all, yes the electrics might
 </>
 <>
  …
 </>
</q>"
443,charming, November 2016,Linda O,4.0,"<q class=""IRsGHoPm"">
 <>
  this is a very beautiful hotel, what you would expect the Victorians to have stayed in.  The rooms are gorgeous, and there is a step to get into the bath, very quaint.  The food was lovely. We ate in the bar in the evening and had no complaints. the staff were all very attentive, we had a garland and a bindi  when we arrived, and there wasn't a problem with the bill when we left.  The breakfast is lovely also, the only thing that spooked me. I saw a mouse in the dining room after I'd eaten my breakfast - thankfully, but I suppose it is an old building.  I didn't see a monkey on the roof terrace when we were shown round like an earlier reviewer had.
 </>
</q>"
444,Heaven on earth, December 2015,vickip12,5.0,"<q class=""IRsGHoPm"">
 <>
  One of the best experiences of my life. After a hot day at the Taj Mahal we entered an oasis, the staff were welcoming, friendly and helpful. On entering our rooms we were so impressed the staff went out of their way to make sure we were all comfortable. The rooms are magnificent we had and amazing Indian experience it is truly classical. The pool was clean and so refreshing. They packed us breakfast to eat on our trip north as we were leaving early, we wished we could stay longer but we will be back
 </>
</q>"
445,The Third Best Marigold Hotel!, November 2016,Nigel k,4.0,"<q class=""IRsGHoPm"">
 <>
  It had the charm of the Marigold Hotel with its faded elegance and sense of grandeur. Lovely large bedroom with eccentric bathrooms - a step to get into the bath! Very friendly staff who were helpful even if their understanding fell short of what we actually basked for. Food not bad and if you are staying for more than a couple of nights go to APinch of Spice which was very good though the portions were enormous.  The hotel has a pool and spa and the massage was great.
 </>
</q>"
446,E, October 2016,Brian&Paul,3.0,"<q class=""IRsGHoPm"">
 <>
  First, the positives. The room was exremely comfortable and well furnished, with a well appointed bathroom. Dinner in the restaurant (buffet) was good quality, though a little limited. The building is very picturesque. There is a distant view of the Taj Mahal from the roof.  Now for the downside. When we asked about arranging a cab in the morning we were quoted R1100 for a 3km ride, and he then said that we would be unable to get there any other way as ""taxis and autos don't start running until 7am""! Overcharging is one thing, but lying to justify it is beynd acceptable. We walked out at 5am and got straight into a passing auto for R80.  Secondly, tney have a captive monkey tied up on the roof. It has a rope attached to a collar round its neck just long enough to let it see over
 </>
 <>
  …
 </>
</q>"
447,Lovely Old Heritage Hotel, November 2016,isaacdouglas,3.0,"<q class=""IRsGHoPm"">
 <>
  We were given a room that had a musty odour that compromised our sleep. The air conditioning did not have a remote for setting the temperature and the fan just recirculated the warm, musty air. We did notice this when we arrived and perhaps we should have asked for a room change then. This may have given management time to rectify the problem. The location and grounds are beautiful and the breakfast was good. The other issue that affected our stay was the currency crisis which we learned about when we got up. If you plan to stay at this hotel just make sure the air quality in the room is acceptable to you.
 </>
</q>"
448,A Beautiful hotel!, November 2016,Craig from NZ W,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a very lovely old hotel.  Great Garden and excellant food.  The staff are exceptionally good and when we experienced a big problem with our laundry the dealt with it quickly and decisively.  You can't go wrong staying here - much nicer than the modern ivory tower branded hotels.
 </>
</q>"
449,"Beautiful heritage hotel, but update the entertainment", November 2016,Lethal Leigh M,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here for one night on a quick Golden Triangle Tour. I chose this hotel for its heritage nature as I find most 5 star hotels quite sterile and boring at times. We were upgraded to a beautiful room on the ground floor opposite the expansive lawn and looking onto the pool from the back side. We were impressed with the room, having heritage features and also being very large and luxurious.  Our only issues were after coming back from a long day of sightseeing, all we wanted to do was sit on the lawn and have a few beverages, undisturbed, but there was a lady peddling jewellery who wouldn't leave us alone and the man running the puppet show put serious pressure on us to watch, when we really weren't feeling it, meaning we felt a bit of pressure and were uncomfortable for an
 </>
 <>
  …
 </>
</q>"
450,Average, November 2016,SDW1989,3.0,"<q class=""IRsGHoPm"">
 <>
  The grounds were lovely as were the staff. My only issue with the grand imperial is that for a £50 a night, breakfast wasn't included and we were only allowed wifi on one device. Felt this was a bit stingy considering. The room was lovely, with old features but there was a strong smell of damp!
 </>
</q>"
451,Great heritage stay in the tourist capital. , November 2016,mrjmb70,4.0,"<q class=""IRsGHoPm"">
 <>
  Staff were very friendly, rooms were great, food was delicious, and definitely a place you can treat yourself at if you want to.   For the price, we would have hoped for breakfast to be included, and wifi not limited to only one device. Certainly not a budget venue, but that's what people come here for!  We were only here for one night but I would definitely stay again.
 </>
</q>"
452,Taj mahal visit , November 2016,Wendy K,4.0,"<q class=""IRsGHoPm"">
 <>
  My husband and I and our friend had one fabulous night at this hotel the staff were very helpful and friendly and happy. We all loved the heritage room and so spacious the garden setting perfect to share a drink after sight seeing. We were sorry we only had one night at this majestic hotel a must stay when in Agra thoroughly recommend this beautiful hotel
 </>
</q>"
453,Colonial Calm, October 2016,dr_robert_11,5.0,"<q class=""IRsGHoPm"">
 <>
  Warm, welcoming staff across the board. Magnificent food: the out-front chef cooks a range of Indian regional breakfast requests while the restaurant staff are attentive and helpful. Both the rooms and grounds are clean and spacious.
 </>
</q>"
454,Perfect heritage hotel for our small family , October 2016,Trevor J,4.0,"<q class=""IRsGHoPm"">
 <>
  Rooms are well appointed. Service was fast and friendly. Grounds are well maintained and they seem to be perpetually cleaning. Breakfast (included in stay) was quite good, especially the South Indian fare (idly + dosa made to order).
 </>
</q>"
455,excellent hotel, October 2016,agarwalridhi,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent, it was a worthy experience all together. The best I must say. We were just non stop laughing in the room. The room was all the more amazing and unparalleled. I wish to visit again and again in this hotel. Pool side was all awesome we had total fun there and ended peacefully.
 </>
</q>"
456,Wonderful hotel, October 2016,Donald N Katherine Brown,5.0,"<q class=""IRsGHoPm"">
 <>
  An absolute oasis in the madness of India. From the warm welcome to the beautiful room, we felt that we had struck gold. The staff were extremely helpful and friendly and could not do enough for you. Breakfast buffet was great with lots of choice, we particularly liked the dhosa's. We had the dinner buffet too which we preferred to the al a crate menu. Make sure you see the puppet show on the lawn each evening, very entertaining. Outside the hotel there is a tuk tuk driver, Johnny Vegas who took us around and showed us the sights and also arranged our airport transfer, very reasonable and absolutely trustworthy.
 </>
</q>"
457,“Outstanding hotel and services”, September 2016,SjIMY,4.0,"<q class=""IRsGHoPm"">
 <>
  I stayed at hotel The Grand Imperial Agra on dated 27/Sep /2016 and I was very happy to see the quality of food ,Hospitality and Hotel staff Yogesh Kumar is so much co-operative and helpful and he is having the very good communicater . I regular visitor and stay at hotels competitively your staff is very good................. thank you
 </>
</q>"
458,colonial sentimentality, October 2016,cliffbaron,4.0,"<q class=""IRsGHoPm"">
 <>
  a beautiful old 'British Empire' hotel with a comfortable colonial feel. The staff were excellent and the rooms were delightful. The restaurant was fitted out to a high standard and we even had live music. A wonderful place which has made some wonderful memories. One tiny criticism, the ceiling fan blows your hat off...
 </>
</q>"
459,Feels like KING, September 2016,Dharmesh Rathod,4.0,"<q class=""IRsGHoPm"">
 <>
  Rooms are at its great ; it will give you a feeling like king...having  raja maharaj's paintings around the hotel lobby and reception area. quality food... wish to add it was bit expensive too. i would recommend people to stay here who want a feeling of old era.
 </>
</q>"
460,Its all in the mindset, September 2016,misspursue,4.0,"<q class=""IRsGHoPm"">
 <>
  You want a contemporary lavish hotel, this is not the place. You want to feel like a king or a touch of old times how they used to live, this is the place. Set your mind to let go of  things like an old lift, the dining hall is kinda old timer ..etc, you shall enjoy it. Food was more to curtail to the taste of foreigners, the desis find it hard to like it.  The place has good deals price wise, I would say grab a deal and be a king, queen for few days. I got a 14k room for mere 3000 Rs a night.
 </>
</q>"
461,Clean hotel but no A/C, October 2016,TemptinglyTangy,3.0,"<q class=""IRsGHoPm"">
 <>
  Location is not very central and there wasn't any AC in our room, however staff were polite and it has very impressive lawns and outdoor swimming pool. The breakfast is ok and despite there being no AC in the room I wasn't ever in too much discomfort. The main thing to consider is that the laundry is quite expensive, I had a few underwear and shirts cleaned and it was 1300 rupees!
 </>
</q>"
462,A Step Back in Time, September 2016,sclo3,5.0,"<q class=""IRsGHoPm"">
 <>
  Unbeknown to me at the time of booking this is a heritage hotel.   I loved everything about it, the rooms, furnishings and lamps in my room were obviously original, the bedroom floor tiles were fabulous and I was fascinated by the pipework in the bathroom.  If you want modern, sleek and swish, this is not for you. But if you want a once in a life time experience of the 1900s, this is the place to be.  The hospitality and service was excellent and the staff were very helpful.  I would not hesitate to return.
 </>
</q>"
463,Needs refreshing!, August 2016,ThibFam,3.0,"<q class=""IRsGHoPm"">
 <>
  We stayed one night with our 3 kids. The building and the garden are amazing but rooms and the dining room should be refreshed. We had a good dinner (which is quite contradictory to the other comments). The service is ok but not at the level of a 4 or 5* hotel.
 </>
</q>"
464,True Colonial magnificence...., September 2016,Mistrusting,5.0,"<q class=""IRsGHoPm"">
 <>
  The Grand Imperial Hotel Agra is just that, grand and imperial. It's located in a one hundred year old colonial purpose built building and still has the original bathrooms and plumbing. When I first turned on the hot water I got that faint rust smell that can only come from iron pipework, it took me back to my parents 1930's home I lived in as a child in the the 60's. The electrics are original and quirky looking like something from 40's England but again added to the charm and character.  The reception staff are very good but I did feel a little rushed.  We were given a flower garland and complimentary drink on arrival and did feel at home with the friendly and welcoming staff.  The rooms are large and spacious with a nice sized lounge area, a good sized comfortable bed, AC and
 </>
 <>
  …
 </>
</q>"
